,brain region,measurement,standard deviation,measurement type,measurement unit,cell type,source title,comment,specimen age
1937,"Taenia tecta, ventral part, layer 3",1544.6315500292,211.5442651062,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1938,Dorsal peduncular area,1471.9166821217,189.6110243547,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1939,"Dorsal peduncular area, layer 1",2105.9225271055,523.011083441,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1940,"Dorsal peduncular area, layer 2/3",1826.3011743594,197.3978222496,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1941,"Dorsal peduncular area, layer 5",852.8086740964,116.9609537487,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1942,Piriform area,910.4100754297,55.474057855,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1943,"Piriform area, molecular layer",346.0152268412,49.8139697496,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1944,"Piriform area, pyramidal layer",1821.6772022588,129.5841989673,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1945,"Piriform area, polymorph layer",755.5307375218,75.42946069,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1946,Nucleus of the lateral olfactory tract,1042.1360344624,118.2064137136,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1947,"Nucleus of the lateral olfactory tract, molecular layer",504.5699153581,107.6197873343,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1948,"Nucleus of the lateral olfactory tract, pyramidal layer",1369.1582725829,200.2911249107,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1949,"Nucleus of the lateral olfactory tract, layer 3",1509.7156607616,237.3850915858,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1950,Cortical amygdalar area,1904.048773753,130.8129565244,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1951,"Cortical amygdalar area, anterior part",599.6808718603,56.2979344004,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1952,"Cortical amygdalar area, anterior part, layer 1",109.6085372057,39.7876154578,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1953,"Cortical amygdalar area, anterior part, layer 2",1023.2076825778,94.8716834924,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1954,"Cortical amygdalar area, posterior part",2244.855910426,157.092042706,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1955,"Cortical amygdalar area, posterior part, lateral zone",1870.037608044,158.5600016041,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1956,"Cortical amygdalar area, posterior part, lateral zone, layer 1",222.7676989934,96.9957978432,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1957,"Cortical amygdalar area, posterior part, lateral zone, layer 2",2183.8071254244,276.2710210772,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1958,"Cortical amygdalar area, posterior part, lateral zone, layer 3",2786.1681837558,354.2890414989,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1959,"Cortical amygdalar area, posterior part, medial zone",2600.9038284374,167.983097846,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1960,"Cortical amygdalar area, posterior part, medial zone, layer 1",407.2379659861,52.0968820289,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1961,"Cortical amygdalar area, posterior part, medial zone, layer 2",2220.7445034936,344.1874119296,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1962,"Cortical amygdalar area, posterior part, medial zone, layer 3",3663.7089037967,234.7788112625,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1963,Piriform-amygdalar area,1891.8568607093,191.6170225526,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1964,"Piriform-amygdalar area, molecular layer",269.316081631,129.5647805426,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1965,"Piriform-amygdalar area, pyramidal layer",2985.965222369,719.3416958548,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1966,"Piriform-amygdalar area, polymorph layer",2838.2771925255,470.1481948981,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1967,Postpiriform transition area,2219.6996681823,141.7069268215,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1968,"Postpiriform transition area, layers 1",864.4418966537,240.6191321938,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1969,"Postpiriform transition area, layers 2",3513.3610842597,232.8445710136,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1970,"Postpiriform transition area, layers 3",2564.4896899806,309.9864204828,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1971,Hippocampal formation,1095.659855156,88.0813634204,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1972,Hippocampal region,597.6658017843,58.1354417609,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1973,Ammon's horn,668.9688548131,71.5616669695,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1974,Field CA1,858.6477634851,83.3036058955,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1975,"Field CA1, stratum lacunosum-moleculare",625.8701864496,90.0141791472,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1976,"Field CA1, stratum oriens",516.7863100894,112.0161353625,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1977,"Field CA1, pyramidal layer",1453.1560895921,129.3290457844,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1978,"Field CA1, stratum radiatum",868.5871542289,103.6263354902,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1979,Field CA2,590.3780947892,78.9683745322,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1980,"Field CA2, stratum lacunosum-moleculare",296.0092965483,88.4765729254,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1981,"Field CA2, stratum oriens",398.3640949777,104.2553094709,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1982,"Field CA2, pyramidal layer",1263.4568778729,172.020681863,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1983,"Field CA2, stratum radiatum",592.1417207612,120.4305247187,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1984,Field CA3,384.9514434708,57.6089705256,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1985,"Field CA3, stratum lacunosum-moleculare",143.6419209327,53.192955366,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1986,"Field CA3, stratum lucidum",610.7278709375,121.8034127911,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1987,"Field CA3, stratum oriens",247.0839091737,57.2055732954,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1988,"Field CA3, pyramidal layer",484.1721880061,66.126439891,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1989,"Field CA3, stratum radiatum",418.5047451824,59.1956452144,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1990,Dentate gyrus,378.6494297202,37.7657126442,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1991,"Dentate gyrus, molecular layer",160.9331720184,42.6730321947,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1992,"Dentate gyrus, polymorph layer",938.7049083041,141.9517185702,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1993,"Dentate gyrus, granule cell layer",620.4489574737,80.6762540294,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
1994,Fasciola cinerea,1124.2885541548,197.0819525477,cell density,number of cells per mm^3,VIP+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
